Address,Latitude,Longitude,APC,LP,PDP,NNPP
"ZIK'S AVENUE PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1377579,6.7765633,2,161,1,0
"ZIK'S AVENUE PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1377579,6.7765633,3,169,0,0
"ZIK'S AVENUE PRY. SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1377579,6.7765633,0,127,0,1
"IGBOUKWU HALL I, ONITSHA -SOUTH, ANAMBRA",6.1460361,6.818718,0,217,3,2
"IGBOUKWU HALL II, ONITSHA -SOUTH, ANAMBRA",6.1530683,6.8240475,0,223,0,0
"OTUMOYE PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,1,265,2,0
"OTUMOYE PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,1,310,0,0
"NIGER CITY PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1355161,6.7706013,1,148,1,0
"NIGER CITY PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1355161,6.7706013,0,0,0,0
"NIGER CITY PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1355161,6.7706013,2,156,2,0
"NIGER CITY PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1355161,6.7706013,3,129,2,0
"NUPE PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1357702,6.770484,4,144,0,0
"NUPE PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1357702,6.770484,3,198,0,1
"FEGGE COM. PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1389831,6.7788461,2,205,2,3
"FEGGE COM. PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1389831,6.7788461,1,226,0,1
"FEGGE COMM. PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1361285,6.7701262,0,151,0,3
"URBAN GIRLS SEC. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1373111,6.7739929,0,211,1,1
"URBAN GIRLS SEC. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1373111,6.7739929,3,171,0,0
"URBAN GIRLS SEC. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1373111,6.7739929,0,188,1,2
"BETHELEHEM NURSERY AND PRIMARY SCHOOL I , ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,114,0,1
"BETHELEHEM NURSERY AND PRIMARY SCHOOL II , ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,214,0,0
"BETHELEHEM NURSERY AND PRIMARY SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,228,0,0
"23, ZIKS AVENUE I, ONITSHA -SOUTH, ANAMBRA",6.1385344,6.7703746,0,172,2,0
"23, ZIKS AVENUE III, ONITSHA -SOUTH, ANAMBRA",6.1385344,6.7703746,2,168,1,1
"51, ZIKS AVENUE I, ONITSHA -SOUTH, ANAMBRA",6.1377826,6.776068,0,132,3,1
"51, ZIKS AVENUE II, ONITSHA -SOUTH, ANAMBRA",6.1377826,6.776068,1,154,3,1
"51, ZIKS AVENUE III, ONITSHA -SOUTH, ANAMBRA",6.1377826,6.776068,0,150,2,0
"PLAZAR SQUARE I, ONITSHA -SOUTH, ANAMBRA",6.149985,6.774131,0,173,0,0
"PLAZAR SQUARE IV, ONITSHA -SOUTH, ANAMBRA",6.149985,6.774131,0,111,3,0
"34, AGGREY ROAD I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,2,172,1,0
"34, AGGREY ROAD II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,161,0,0
"34, AGGREY ROAD III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,2,131,1,2
"ST. MONICA NURSERY AND PRIMARY SCHOOL I , ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,288,0,0
"SILAS WORKS ROAD I, ONITSHA -SOUTH, ANAMBRA",6.1354061,6.7836175,1,180,2,0
"SILAS WORKS ROAD II, ONITSHA -SOUTH, ANAMBRA",6.1354061,6.7836175,0,219,3,0
"69, AKUNNIA NJOTE I, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,214,1,0
"69, AKUNNIA NJOTE II, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,2,188,0,2
"69, AKUNNIA NJOTE III, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,103,0,0
"69, AKUNNIA NJOTE IV, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,201,0,0
"WOLIWO COMM. OFFICE II, ONITSHA -SOUTH, ANAMBRA",6.1375135,6.7908964,0,165,1,0
"INFANT JESUS PRIMARY SCHOOL I , ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,352,0,0
"INFANT JESUS PRIMARY SCHOOL I , ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,0,0,0
"PIONEER PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1435566,6.7876632,0,361,2,0
"PIONEER PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1435566,6.7876632,0,302,5,0
"PIONEER PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1435566,6.7876632,1,0,291,4
"O'CONNOR PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,2,226,2,0
"O'CONNOR PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,282,2,0
"C.K.C PRIMARY SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,0,249,6,2
"C.K.C PRIMARY SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,1,277,2,0
"C.K.C PRIMARY SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,0,146,3,0
"C.K.C. PRIMARY SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,0,159,4,0
"COMMUNITY PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1471311,6.7845029,0,175,1,0
"COMMUNITY PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1471311,6.7845029,1,162,0,0
"COMMUNITY PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1471311,6.7845029,2,283,3,4
"CENTRAL SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1502996,6.7844432,2,283,3,4
"CENTRAL SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1517773,6.800955,2,221,1,1
"CENTRAL SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1517773,6.800955,0,135,1,1
"CENTRAL SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1517773,6.800955,5,250,2,1
"MOTHERLESS BABIES HOME I, ONITSHA -SOUTH, ANAMBRA",6.1483312,6.786536,1,288,3,1
"MOTEHRLESS BABIES HOME II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,239,1,2
"ACHUKWU HALL I, ONITSHA -SOUTH, ANAMBRA",6.1460361,6.818718,1,180,2,0
"ACHUKWU HALL II, ONITSHA -SOUTH, ANAMBRA",6.1385293,6.7852385,1,174,0,0
"MODEBE SEC. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1426624,6.7785331,1,153,0,0
"MODEBE SEC. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1329418,6.7923993,2,89,0,1
"ONYEABOR PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,2,112,1,0
"ONYEABOR PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,65,1,0
"SHANAHAN PRIMARY SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,0,0,0
"SHANAHAN PRIMARY SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,107,2,0
"ANIONWU/OBANYE STREET II, ONITSHA -SOUTH, ANAMBRA",6.148713,6.7830216,0,157,3,0
"ANIONWU/OBANYE STREET III, ONITSHA -SOUTH, ANAMBRA",6.148713,6.7830216,2,147,2,1
"PATRICK OKOLO P/S I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,226,3,2
"ST. JOHN THE APOSTLE HIGH SCHOOL, ONITSHA -SOUTH, ANAMBRA",6.1454892,6.7806419,1,145,6,1
"IBOKU/ONWUDIWE STREET II, ONITSHA -SOUTH, ANAMBRA",6.1487775,6.7825584,0,117,7,0
"IBOKU/ONWUDIWE STREET III, ONITSHA -SOUTH, ANAMBRA",6.1487775,6.7825584,2,157,2,3
"30, MOORE STREET I, ONITSHA -SOUTH, ANAMBRA",6.147178,6.7774234,0,81,0,1
"30, MOORE STREET II, ONITSHA -SOUTH, ANAMBRA",6.147178,6.7774234,0,95,1,0
"30, MOORE STREET III, ONITSHA -SOUTH, ANAMBRA",6.147178,6.7774234,1,101,0,0
"PAM PAM LANE I, ONITSHA -SOUTH, ANAMBRA",6.1480747,6.7721815,1,50,1,0
"PAM PAM LANE II, ONITSHA -SOUTH, ANAMBRA",6.1480747,6.7721815,0,88,1,2
"OTUMOYE STREET II, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,1,160,5,0
"OTUMOYE STREET III, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,0,139,4,1
"7, SOKOTO/HARUNA JUNCTION I, ONITSHA -SOUTH, ANAMBRA",6.1488499,6.7731807,6,11,0,0
"7, SOKOTO/HARUNA JUNCTION II, ONITSHA -SOUTH, ANAMBRA",6.1488499,6.7731807,1,71,1,0
"20B, IFEJIKA STREET I, ONITSHA -SOUTH, ANAMBRA",6.1459463,6.7733399,1,108,0,0
"20B, IFEJIKA STREET II, ONITSHA -SOUTH, ANAMBRA",6.1459463,6.7733399,0,89,0,0
"MODEBE MEMO P/S I, ONITSHA -SOUTH, ANAMBRA",6.1426624,6.7785331,0,111,1,0
"MODEBE MEMO P/S II, ONITSHA -SOUTH, ANAMBRA",6.1426624,6.7785331,1,173,2,2
"MODEBE MEMO P/S III, ONITSHA -SOUTH, ANAMBRA",6.1426624,6.7785331,0,116,58,2
"MODEBE MEMO P/S IV, ONITSHA -SOUTH, ANAMBRA",6.1426624,6.7785331,0,117,0,1
"NWEJE PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,0,0,0
"NWEJE PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,129,2,1
"NWEJE PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,102,0,0
"UMUOJI/ULI STREET I, ONITSHA -SOUTH, ANAMBRA",6.1447098,6.7809698,1,199,0,0
"UMUOJI/ULI STREET II, ONITSHA -SOUTH, ANAMBRA",6.1447098,6.7809698,1,118,0,0
"UMUOJI/ULI STREET III, ONITSHA -SOUTH, ANAMBRA",6.1447098,6.7809698,0,148,1,0
"NEW MARKET ROAD P/S III, ONITSHA -SOUTH, ANAMBRA",6.1508489,6.7782594,1,177,1,0
"EZENWA/NEW MARKET ROAD II, ONITSHA -SOUTH, ANAMBRA",6.1508489,6.7782594,3,87,2,0
"EZENWA/NEW MARKET ROAD II, ONITSHA -SOUTH, ANAMBRA",6.1508489,6.7782594,0,93,2,0
"VENN ROAD SOUTH I, ONITSHA -SOUTH, ANAMBRA",6.1499057,6.7781922,0,130,1,0
"VENN ROAD SOUTH II, ONITSHA -SOUTH, ANAMBRA",6.1499057,6.7781922,1,143,0,0
"MOORE/SAINNEZ I, ONITSHA -SOUTH, ANAMBRA",6.1483617,6.7764566,2,91,1,1
"MOORE/SAINNEZ II, ONITSHA -SOUTH, ANAMBRA",6.1483617,6.7764566,0,124,0,0
"41, MOORE STREET I, ONITSHA -SOUTH, ANAMBRA",6.1471853,6.7775484,0,71,0,0
"41, MOORE STREET III, ONITSHA -SOUTH, ANAMBRA",6.1471853,6.7775484,1,100,0,0
"OKWEI STREET I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,74,0,0
"OKWEI STREET II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,71,0,0
"OKWEI STREET III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,64,1,0
"METU MEMO SEC. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1429848,6.7802288,0,103,0,0
"METU MEMO SEC. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1429848,6.7802288,0,150,0,0
"METU MEMO SEC. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1429848,6.7802288,0,196,0,0
"METU MEMO SEC. SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1429848,6.7802288,2,111,1,0
"METU MEMO SEC. SCHOOL V, ONITSHA -SOUTH, ANAMBRA",6.1429848,6.7802288,0,117,1,0
"OZUBULU HALL I, ONITSHA -SOUTH, ANAMBRA",6.1460361,6.818718,1,198,0,0
"OZUBULU HALL II, ONITSHA -SOUTH, ANAMBRA",6.133862,6.7813356,1,108,0,1
"OZUBULU HALL III, ONITSHA -SOUTH, ANAMBRA",6.133862,6.7813356,1,105,0,0
"OZUBULU HALL IV, ONITSHA -SOUTH, ANAMBRA",6.133862,6.7813356,0,99,2,0
"MARGARETH/NNEWI STREET I, ONITSHA -SOUTH, ANAMBRA",6.1417877,6.7820612,0,62,0,1
"MARGARETH/NNEWI STREET II, ONITSHA -SOUTH, ANAMBRA",6.140831,6.7757619,0,114,3,0
"MARGARETH/NNEWI STREET III, ONITSHA -SOUTH, ANAMBRA",6.140831,6.7757619,0,123,0,0
"MARGARETH/NNEWI STREET IV, ONITSHA -SOUTH, ANAMBRA",6.140831,6.7757619,1,111,0,0
"EZIONUOGU SQUARE II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,29,0,0
"OGBITI OTTI SQUARE I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,106,6,0
"OGBITI OTTI SQUARE II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,57,2,0
"NATIONAL PRY. SCHOOL I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,98,2,0
"NATIONAL PRY. SCHOOL II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,4,69,1,0
"PRY. SCHOOL I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,131,0,1
"PRY. SCHOOL II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,75,1,0
"OGBITI OJI I, ORUMBA NORTH, ANAMBRA",6.055042,7.194878,0,56,0,0
"OGBITI OJI II, ORUMBA NORTH, ANAMBRA",6.055042,7.194878,3,21,2,0
"R.C.M. KDT SCHOOL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,109,1,0
"EZIBE MBA SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,2,41,0,0
"EZIBE IFONU I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,59,1,0
"EZIBE IFIONU II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,0,0,0
"EZIBE ADIBE SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,2,76,1,0
"UMUOKPALEKE OTTI, ORUMBA NORTH, ANAMBRA",6.0552119,7.1946651,7,121,3,0
"AMAGU SQUARE, ORUMBA NORTH, ANAMBRA",6.029666,7.1965386,2,122,3,0
"OBODO AMAGU, ORUMBA NORTH, ANAMBRA",6.029666,7.1965386,0,65,1,0
"CENTRAL SCHOOL, AMAETITI, ORUMBA NORTH, ANAMBRA",6.1317907,7.1305536,1,64,1,0
"OBINETITI AMAETITI, ORUMBA NORTH, ANAMBRA",6.1317907,7.1305536,0,64,0,0
"ENUKO VILLAGE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,0,0,0
"POST OFFICE, AMAOKPALA, ORUMBA NORTH, ANAMBRA",6.0454448,7.0955675,0,169,3,1
"POST OFFICE, AMAOKPALA, ORUMBA NORTH, ANAMBRA",6.0454448,7.0955675,0,102,1,0
"CHURCH HALL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,119,0,0
"OLIGBADO SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,89,3,1
"PRY. SCHOOL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,87,0,1
"ST. PAULS CHURCH, OMOGHO, ORUMBA NORTH, ANAMBRA",6.0735,7.1452,0,52,0,0
"OBINAGU SQUARE, ORUMBA NORTH, ANAMBRA",6.1045013,7.1768552,0,70,0,0
"OBU NWANKWO UCHE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,76,0,1
"AMOJI SQUARE, ORUMBA NORTH, ANAMBRA",6.0932735,7.0579108,0,93,2,2
"OBUNZEKWE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,60,2,0
"OBU OKOFIA, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,73,0,0
"EZI OJI SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,79,4,2
"PRY. SCHOOL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,127,0,0
"AMUGO PRY. SCHOOL I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,107,1,4
"AMUGO PRY. SCHOOL II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,71,0,0
"CENTRAL SCHOOL I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,2,177,1,0
"COMM. SCHOOL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,140,4,1
"AFOR UGWU SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,70,2,2
"AFOR NMANWU SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,0,0,0
"AFOR NMANWU SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,150,3,1
"UNION SCHOOL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,121,0,1
"COMM. SEC. SCHOOL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,76,1,0
"UGWU HALL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,183,0,0
"KDT MBULUKO, ORUMBA NORTH, ANAMBRA",6.1002228,7.0787145,1,81,3,1
"AKIDI SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,116,0,0
"PRY. SCHOOL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,82,1,2
"IGBOEZUE KDT I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,63,0,0
"IGBOEZUE KDT II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,51,1,0
"SIENONO KDT (EBEUKPA ISIAKPU) I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,2,81,1,0
"SEINONO KDT (EBEUKPA ISIAKPU) II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,47,1,0
"AKWUABO KDT I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,105,25,0
"AKWUABO KDT II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,120,0,0
"OKPOKORO, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,80,2,0
"EKE AWGBU I, ORUMBA NORTH, ANAMBRA",6.102251,7.079677,0,83,0,0
"EKE AWGBU II, ORUMBA NORTH, ANAMBRA",6.1110209,7.1090215,0,73,0,0
"OGBAJI SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,58,0,1
"OGBAJI SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,0,0,0
"UDOJI KDT II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,139,0,1
"ABONATO HALL, ORUMBA NORTH, ANAMBRA",6.1101301,7.0966912,1,276,3,1
"NGENEUBE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,121,3,2
"ISIKUWU PRY. SCHOOL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,96,1,0
"ISIKUWU PRY. SCHOOL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,0,0,0
"EZINWUDO SQUARE, EZINATO II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,58,3,1
"NDIAGUABO KDT, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,46,2,0
"AMOKWE SQUARE, ORUMBA NORTH, ANAMBRA",6.2958585,7.3692131,0,192,0,2
"UMUEZEAGBANARI SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,162,0,0
"UMUEZEAGBANARI SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,107,0,0
"ISIGWU NWAGU CENTRAL SCHOOL II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,127,0,0
"UMUEZEOKE HALL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,138,0,0
"EGBEBELU HALL (COMM. BANK), ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,138,0,0
"ST. JUDE'S KDT, UMUDALA, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,119,2,1
"ST. JUDE'S KDT, UMUDALA, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,234,2,0
"AGBILIGBA HALL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,0,0,0
"AGUDO CUSTOMARY COURT, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,168,0,2
"COMM. HIGH SCHOOL, AGBILIGBA I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,90,2,0
"COMM. HIGH SCHOOL, AGBILIGBA II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,131,0,0
"OKAA AGBILIGBA HALL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,13,198,0
"CENTRAL SCHOOL, IFITE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,280,2,4
"LOWER STD, IFITE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,22,0,0
"EZINANO SQUARE, ENUGWUNANKA, ORUMBA NORTH, ANAMBRA",6.0673236,7.0916507,4,25,50,0
"PRY. SCHOOL, ENUGWUNANKA I, ORUMBA NORTH, ANAMBRA",6.0673236,7.0916507,2,21,43,0
"UMUOKWUA HALL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,125,2,1
"AHABAOKA, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,93,0,0
"AMAKO HALL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,0,0,0
"PRY. SCHOOL, ENUGWUNANKA II, ORUMBA NORTH, ANAMBRA",6.0673236,7.0916507,1,75,0,0
"OKPOLONAMBIA, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,70,2,1
"UDEMBA KDT, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,125,2,1
"EKENTAI AMAKO, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,93,0,0
"EZENDU SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,18,4,42,0
"OKPOLI SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,19,46,2
"CENTRAL SCHOOL, NDIKE I, ORUMBA NORTH, ANAMBRA",6.0814069,7.1601715,0,73,1,0
"PRY. SCHOOL, NDIKELIONWU, ORUMBA NORTH, ANAMBRA",6.1268555,7.156882,1,26,13,0
"TOWN HALL NDIKE I, ORUMBA NORTH, ANAMBRA",6.0814069,7.1601715,0,133,3,0
"TOWN HALL NDIKE II, ORUMBA NORTH, ANAMBRA",6.0814069,7.1601715,0,136,0,0
"COMM. SEC. SCHOOL, NDIKE, ORUMBA NORTH, ANAMBRA",6.0814069,7.1601715,0,58,1,0
"NWENE SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,60,0,0
"NWENE SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,65,1,0
"CENTRAL SCHOOL, NDIKE II, ORUMBA NORTH, ANAMBRA",6.0814069,7.1601715,0,90,4,3
"UKWUDALA SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,122,0,0
"OKEREKE SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,117,2,0
"TOWN HALL NDIKE III, ORUMBA NORTH, ANAMBRA",6.0814069,7.1601715,0,89,0,0
"AMAUDALA SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,128,0,0
"R.C.M NDIOKOLO, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,5,128,0,1
"OFFIA UDO, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,101,0,0
"EZIOBODO SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,128,1,0
"ABOMGBEGO HALL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,56,0,1
"C.S. ENUMGBOM I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,176,0,0
"C.S ENUMGBOM II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,200,0,1
"UMUOWUU HALL I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,0,0,0
"NWANKWO UDE SQUARE I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,64,0,0
"NWANKWO UDE SQUARE II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,24,0,0
"UHUANA UNUDIABO, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,81,0,1
"NWAFOR UDENWUDE SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,128,1,0
"OKOLI UCHE HALL I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,124,2,0
"OKOLI UCHE HALL II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,90,0,0
"CENTRAL SCHOOL, OZU I, ORUMBA NORTH, ANAMBRA",6.2105489,7.1453083,0,59,1,1
"CENTRAL SCHOOL, OZU II, ORUMBA NORTH, ANAMBRA",6.2105489,7.1453083,0,57,0,1
"AMACHALA OKPEZE, ORUMBA NORTH, ANAMBRA",6.1783937,7.1898025,0,46,1,0
"AMACHALA OKPEZE, ORUMBA NORTH, ANAMBRA",6.1783937,7.1898025,1,72,0,0
"AMACHALA OKPEZE, ORUMBA NORTH, ANAMBRA",6.1783937,7.1898025,0,123,0,1
"MKPOHO UBANI, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,3,13,16,1
"KDT EZIOKO I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,177,3,1
"OFFIA ABANA, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,132,0,0
"OFFIA ABANA, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,90,0,0
"CENTRAL SCHOOL, OKO I, ORUMBA NORTH, ANAMBRA",6.0384699,7.0937723,6,263,1,1
"CENTRAL SCHOOL, OKO II, ORUMBA NORTH, ANAMBRA",6.0384699,7.0937723,2,153,3,6
"ETITI HALL, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,1,110,0,2
"OKOLO PRY. SCHOOL I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,2,133,0,1
